week,date,home_team,away_team,home_score,away_score,status
5,2022-10-09,BAL,CIN,19,17,final
5,2022-10-09,LA,DAL,10,22,final
5,2022-10-09,NE,DET,29,0,final
5,2022-10-09,JAX,HOU,6,13,final
5,2022-10-09,CLE,LAC,28,30,final
5,2022-10-09,NYJ,MIA,40,17,final
5,2022-10-09,GB,NYG,22,27,final
5,2022-10-09,ARI,PHI,17,20,final
5,2022-10-09,BUF,PIT,38,3,final
5,2022-10-09,NO,SEA,39,32,final
5,2022-10-09,CAR,SF,15,37,final
5,2022-10-09,WAS,TEN,17,21,final
5,2022-10-10,KC,LV,30,29,final
6,2022-10-13,CHI,WAS,7,12,final
6,2022-10-16,SEA,ARI,19,9,final
6,2022-10-16,NYG,BAL,24,20,final
6,2022-10-16,KC,BUF,20,24,final
6,2022-10-16,LA,CAR,24,10,final
6,2022-10-16,NO,CIN,26,30,final
6,2022-10-16,PHI,DAL,26,17,final
6,2022-10-16,IND,JAX,34,27,final
6,2022-10-16,MIA,MIN,16,24,final
6,2022-10-16,CLE,NE,15,38,final
6,2022-10-16,GB,NYJ,10,27,final
6,2022-10-16,ATL,SF,28,14,final
6,2022-10-16,PIT,TB,20,18,final
6,2022-10-17,LAC,DEN,19,16,final
7,2022-10-20,ARI,NO,42,34,final
7,2022-10-23,CIN,ATL,35,17,final
7,2022-10-23,BAL,CLE,23,20,final
7,2022-10-23,DAL,DET,24,6,final
7,2022-10-23,WAS,GB,23,21,final
7,2022-10-23,LV,HOU,38,20,final
7,2022-10-23,TEN,IND,19,10,final
7,2022-10-23,SF,KC,23,44,final
7,2022-10-23,JAX,NYG,17,23,final
7,2022-10-23,DEN,NYJ,9,16,final
7,2022-10-23,MIA,PIT,16,10,final
7,2022-10-23,LAC,SEA,23,37,final
7,2022-10-23,CAR,TB,21,3,final
7,2022-10-24,NE,CHI,14,33,final
8,2022-10-27,TB,BAL,22,27,final
8,2022-10-30,MIN,ARI,34,26,final
8,2022-10-30,ATL,CAR,37,34,final
8,2022-10-30,DAL,CHI,49,29,final
8,2022-10-30,JAX,DEN,17,21,final
8,2022-10-30,BUF,GB,27,17,final
8,2022-10-30,NO,LV,24,0,final
8,2022-10-30,DET,MIA,27,31,final
8,2022-10-30,NYJ,NE,17,22,final
8,2022-10-30,SEA,NYG,27,13,final
8,2022-10-30,PHI,PIT,35,13,final
8,2022-10-30,LA,SF,14,31,final
8,2022-10-30,HOU,TEN,10,17,final
8,2022-10-30,IND,WAS,16,17,final
8,2022-10-31,CLE,CIN,32,13,final
9,2022-11-03,HOU,PHI,17,29,final
9,2022-11-06,NYJ,BUF,20,17,final
9,2022-11-06,CIN,CAR,42,21,final
9,2022-11-06,DET,GB,15,9,final
9,2022-11-06,NE,IND,26,3,final
9,2022-11-06,ATL,LAC,17,20,final
9,2022-11-06,TB,LA,16,13,final
9,2022-11-06,JAX,LV,27,20,final
9,2022-11-06,CHI,MIA,32,35,final
9,2022-11-06,WAS,MIN,17,20,final
9,2022-11-06,ARI,SEA,21,31,final
9,2022-11-06,KC,TEN,20,17,final
9,2022-11-07,NO,BAL,13,27,final
10,2022-11-10,CAR,ATL,25,15,final
10,2022-11-13,LA,ARI,17,27,final
10,2022-11-13,MIA,CLE,39,17,final
10,2022-11-13,GB,DAL,31,28,final
10,2022-11-13,TEN,DEN,17,10,final
10,2022-11-13,CHI,DET,30,31,final
10,2022-11-13,NYG,HOU,24,16,final
10,2022-11-13,LV,IND,20,25,final
10,2022-11-13,KC,JAX,27,17,final
10,2022-11-13,SF,LAC,22,16,final
10,2022-11-13,BUF,MIN,30,33,final
10,2022-11-13,PIT,NO,20,10,final
10,2022-11-13,TB,SEA,21,16,final
10,2022-11-14,PHI,WAS,21,32,final
11,2022-11-17,GB,TEN,17,27,final
11,2022-11-20,BAL,CAR,13,3,final
11,2022-11-20,ATL,CHI,27,24,final
11,2022-11-20,PIT,CIN,30,37,final
11,2022-11-20,BUF,CLE,31,23,final
11,2022-11-20,MIN,DAL,3,40,final
11,2022-11-20,NYG,DET,18,31,final
11,2022-11-20,LAC,KC,27,30,final
11,2022-11-20,NO,LA,27,20,final
11,2022-11-20,DEN,LV,16,22,final
11,2022-11-20,NE,NYJ,10,3,final
11,2022-11-20,IND,PHI,16,17,final
11,2022-11-20,HOU,WAS,10,23,final
11,2022-11-21,ARI,SF,10,38,final
12,2022-11-24,DET,BUF,25,28,final
12,2022-11-24,MIN,NE,33,26,final
12,2022-11-24,DAL,NYG,28,20,final
12,2022-11-27,WAS,ATL,19,13,final
12,2022-11-27,JAX,BAL,28,27,final
12,2022-11-27,NYJ,CHI,31,10,final
12,2022-11-27,TEN,CIN,16,20,final
12,2022-11-27,CAR,DEN,23,10,final
12,2022-11-27,PHI,GB,40,33,final
12,2022-11-27,MIA,HOU,30,15,final
12,2022-11-27,ARI,LAC,24,25,final
12,2022-11-27,KC,LA,26,10,final
12,2022-11-27,SEA,LV,34,40,final
12,2022-11-27,SF,NO,13,0,final
12,2022-11-27,CLE,TB,23,17,final
12,2022-11-28,IND,PIT,17,24,final
13,2022-12-01,NE,BUF,10,24,final
13,2022-12-04,HOU,CLE,14,27,final
13,2022-12-04,BAL,DEN,10,9,final
13,2022-12-04,CHI,GB,19,28,final
13,2022-12-04,DAL,IND,54,19,final
13,2022-12-04,DET,JAX,40,14,final
13,2022-12-04,CIN,KC,27,24,final
13,2022-12-04,LV,LAC,27,20,final
13,2022-12-04,SF,MIA,33,17,final
13,2022-12-04,MIN,NYJ,27,22,final
13,2022-12-04,ATL,PIT,16,19,final
13,2022-12-04,LA,SEA,23,27,final
13,2022-12-04,PHI,TEN,35,10,final
13,2022-12-04,NYG,WAS,20,20,final
13,2022-12-05,TB,NO,17,16,final
14,2022-12-08,LA,LV,17,16,final
14,2022-12-11,PIT,BAL,14,16,final
14,2022-12-11,SEA,CAR,24,30,final
14,2022-12-11,CIN,CLE,23,10,final
14,2022-12-11,DAL,HOU,27,23,final
14,2022-12-11,TEN,JAX,22,36,final
14,2022-12-11,DEN,KC,28,34,final
14,2022-12-11,LAC,MIA,23,17,final
14,2022-12-11,DET,MIN,34,23,final
14,2022-12-11,BUF,NYJ,20,12,final
14,2022-12-11,NYG,PHI,22,48,final
14,2022-12-11,SF,TB,35,7,final
14,2022-12-12,ARI,NE,13,27,final
15,2022-12-15,SEA,SF,13,21,final
15,2022-12-17,CLE,BAL,13,3,final
15,2022-12-17,MIN,IND,39,36,final
15,2022-12-17,BUF,MIA,32,29,final
15,2022-12-18,DEN,ARI,24,15,final
15,2022-12-18,NO,ATL,21,18,final
15,2022-12-18,TB,CIN,23,34,final
15,2022-12-18,JAX,DAL,40,34,final
15,2022-12-18,NYJ,DET,17,20,final
15,2022-12-18,HOU,KC,24,30,final
15,2022-12-18,LV,NE,30,24,final
15,2022-12-18,WAS,NYG,12,20,final
15,2022-12-18,CHI,PHI,20,25,final
15,2022-12-18,CAR,PIT,16,24,final
15,2022-12-18,LAC,TEN,17,14,final
15,2022-12-19,GB,LA,24,12,final
16,2022-12-22,NYJ,JAX,3,19,final
16,2022-12-24,BAL,ATL,17,9,final
16,2022-12-24,CHI,BUF,13,35,final
16,2022-12-24,NE,CIN,18,22,final
16,2022-12-24,CAR,DET,37,23,final
16,2022-12-24,TEN,HOU,14,19,final
16,2022-12-24,PIT,LV,13,10,final
16,2022-12-24,CLE,NO,10,17,final
16,2022-12-24,MIN,NYG,27,24,final
16,2022-12-24,DAL,PHI,40,34,final
16,2022-12-24,KC,SEA,24,10,final
16,2022-12-24,SF,WAS,37,20,final
16,2022-12-25,LA,DEN,51,14,final
16,2022-12-25,MIA,GB,20,26,final
16,2022-12-25,ARI,TB,16,19,final
16,2022-12-26,IND,LAC,3,20,final
17,2022-12-29,TEN,DAL,13,27,final
17,2023-01-01,ATL,ARI,20,19,final
17,2023-01-01,TB,CAR,30,24,final
17,2023-01-01,DET,CHI,41,10,final
17,2023-01-01,WAS,CLE,10,24,final
17,2023-01-01,KC,DEN,27,24,final
17,2023-01-01,NYG,IND,38,10,final
17,2023-01-01,HOU,JAX,3,31,final
17,2023-01-01,LAC,LA,31,10,final
17,2023-01-01,NE,MIA,23,21,final
17,2023-01-01,GB,MIN,41,17,final
17,2023-01-01,PHI,NO,10,20,final
17,2023-01-01,SEA,NYJ,23,6,final
17,2023-01-01,BAL,PIT,13,16,final
17,2023-01-01,LV,SF,34,37,final
18,2023-01-07,LV,KC,13,31,final
18,2023-01-07,JAX,TEN,20,16,final
18,2023-01-08,SF,ARI,38,13,final
18,2023-01-08,CIN,BAL,27,16,final
18,2023-01-08,NO,CAR,7,10,final
18,2023-01-08,PIT,CLE,28,14,final
18,2023-01-08,WAS,DAL,26,6,final
18,2023-01-08,GB,DET,16,20,final
18,2023-01-08,IND,HOU,31,32,final
18,2023-01-08,DEN,LAC,31,28,final
18,2023-01-08,SEA,LA,19,16,final
18,2023-01-08,CHI,MIN,13,29,final
18,2023-01-08,BUF,NE,35,23,final
18,2023-01-08,PHI,NYG,22,16,final
18,2023-01-08,MIA,NYJ,11,6,final
18,2023-01-08,ATL,TB,30,17,final
