week,date,home_team,away_team,home_score,away_score,status
1,2020-09-10,KC,HOU,34,20,final
1,2020-09-13,SF,ARI,20,24,final
1,2020-09-13,DET,CHI,23,27,final
1,2020-09-13,BAL,CLE,38,6,final
1,2020-09-13,LA,DAL,20,17,final
1,2020-09-13,MIN,GB,34,43,final
1,2020-09-13,JAX,IND,27,20,final
1,2020-09-13,CIN,LAC,13,16,final
1,2020-09-13,CAR,LV,30,34,final
1,2020-09-13,NE,MIA,21,11,final
1,2020-09-13,BUF,NYJ,27,17,final
1,2020-09-13,WAS,PHI,27,17,final
1,2020-09-13,ATL,SEA,25,38,final
1,2020-09-13,NO,TB,34,23,final
1,2020-09-14,NYG,PIT,16,26,final
1,2020-09-14,DEN,TEN,14,16,final
2,2020-09-17,CLE,CIN,35,30,final
2,2020-09-20,DAL,ATL,40,39,final
2,2020-09-20,HOU,BAL,16,33,final
2,2020-09-20,MIA,BUF,28,31,final
2,2020-09-20,TB,CAR,31,17,final
2,2020-09-20,PIT,DEN,26,21,final
2,2020-09-20,GB,DET,42,21,final
2,2020-09-20,TEN,JAX,33,30,final
2,2020-09-20,LAC,KC,20,23,final
2,2020-09-20,PHI,LA,19,37,final
2,2020-09-20,IND,MIN,28,11,final
2,2020-09-20,SEA,NE,35,30,final
2,2020-09-20,CHI,NYG,17,13,final
2,2020-09-20,NYJ,SF,13,31,final
2,2020-09-20,ARI,WAS,30,15,final
2,2020-09-21,LV,NO,34,24,final
3,2020-09-24,JAX,MIA,13,31,final
3,2020-09-27,LAC,CAR,16,21,final
3,2020-09-27,ATL,CHI,26,30,final
3,2020-09-27,PHI,CIN,23,23,final
3,2020-09-27,SEA,DAL,38,31,final
3,2020-09-27,ARI,DET,23,26,final
3,2020-09-27,NO,GB,30,37,final
3,2020-09-27,PIT,HOU,28,21,final
3,2020-09-27,BUF,LA,35,32,final
3,2020-09-27,NE,LV,36,20,final
3,2020-09-27,IND,NYJ,36,7,final
3,2020-09-27,NYG,SF,9,36,final
3,2020-09-27,DEN,TB,10,28,final
3,2020-09-27,MIN,TEN,30,31,final
3,2020-09-27,CLE,WAS,34,20,final
3,2020-09-28,BAL,KC,20,34,final
4,2020-10-01,NYJ,DEN,28,37,final
4,2020-10-04,CAR,ARI,31,21,final
4,2020-10-04,WAS,BAL,17,31,final
4,2020-10-04,LV,BUF,23,30,final
4,2020-10-04,DAL,CLE,38,49,final
4,2020-10-04,CHI,IND,11,19,final
4,2020-10-04,CIN,JAX,33,25,final
4,2020-10-04,TB,LAC,38,31,final
4,2020-10-04,HOU,MIN,23,31,final
4,2020-10-04,DET,NO,29,35,final
4,2020-10-04,LA,NYG,17,9,final
4,2020-10-04,SF,PHI,20,25,final
4,2020-10-04,MIA,SEA,23,31,final
4,2020-10-05,GB,ATL,30,16,final
4,2020-10-05,KC,NE,26,10,final
5,2020-10-08,CHI,TB,20,19,final
5,2020-10-11,NYJ,ARI,10,30,final
5,2020-10-11,ATL,CAR,16,23,final
5,2020-10-11,BAL,CIN,27,3,final
5,2020-10-11,CLE,IND,32,23,final
5,2020-10-11,HOU,JAX,30,14,final
5,2020-10-11,WAS,LA,10,30,final
5,2020-10-11,KC,LV,32,40,final
5,2020-10-11,SF,MIA,17,43,final
5,2020-10-11,SEA,MIN,27,26,final
5,2020-10-11,DAL,NYG,37,34,final
5,2020-10-11,PIT,PHI,38,29,final
5,2020-10-12,NO,LAC,30,27,final
5,2020-10-13,TEN,BUF,42,16,final
6,2020-10-18,MIN,ATL,23,40,final
6,2020-10-18,PHI,BAL,28,30,final
6,2020-10-18,CAR,CHI,16,23,final
6,2020-10-18,IND,CIN,31,27,final
6,2020-10-18,PIT,CLE,38,7,final
6,2020-10-18,NE,DEN,12,18,final
6,2020-10-18,JAX,DET,16,34,final
6,2020-10-18,TB,GB,38,10,final
6,2020-10-18,TEN,HOU,42,36,final
6,2020-10-18,SF,LA,24,16,final
6,2020-10-18,MIA,NYJ,24,0,final
6,2020-10-18,NYG,WAS,20,19,final
6,2020-10-19,DAL,ARI,10,38,final
