week,date,home_team,away_team,home_score,away_score,status
14,2018-12-09,KC,BAL,27,24,final
14,2018-12-09,CLE,CAR,26,20,final
14,2018-12-09,LAC,CIN,26,21,final
14,2018-12-09,SF,DEN,20,14,final
14,2018-12-09,ARI,DET,3,17,final
14,2018-12-09,HOU,IND,21,24,final
14,2018-12-09,CHI,LA,15,6,final
14,2018-12-09,MIA,NE,34,33,final
14,2018-12-09,TB,NO,14,28,final
14,2018-12-09,WAS,NYG,16,40,final
14,2018-12-09,BUF,NYJ,23,27,final
14,2018-12-09,DAL,PHI,29,23,final
14,2018-12-09,LV,PIT,24,21,final
14,2018-12-10,SEA,MIN,21,7,final
15,2018-12-13,KC,LAC,28,29,final
15,2018-12-15,DEN,CLE,16,17,final
15,2018-12-15,NYJ,HOU,22,29,final
15,2018-12-16,ATL,ARI,40,14,final
15,2018-12-16,IND,DAL,23,0,final
15,2018-12-16,BUF,DET,14,13,final
15,2018-12-16,CHI,GB,24,17,final
15,2018-12-16,MIN,MIA,41,17,final
15,2018-12-16,PIT,NE,17,10,final
15,2018-12-16,CIN,LV,30,16,final
15,2018-12-16,LA,PHI,23,30,final
15,2018-12-16,SF,SEA,26,23,final
15,2018-12-16,BAL,TB,20,12,final
15,2018-12-16,NYG,TEN,0,17,final
15,2018-12-16,JAX,WAS,13,16,final
15,2018-12-17,CAR,NO,9,12,final
16,2018-12-22,LAC,BAL,10,22,final
16,2018-12-22,TEN,WAS,25,16,final
16,2018-12-23,CAR,ATL,10,24,final
16,2018-12-23,NE,BUF,24,12,final
16,2018-12-23,SF,CHI,9,14,final
16,2018-12-23,CLE,CIN,26,18,final
16,2018-12-23,NYJ,GB,38,44,final
16,2018-12-23,PHI,HOU,32,30,final
16,2018-12-23,MIA,JAX,7,17,final
16,2018-12-23,SEA,KC,38,31,final
16,2018-12-23,ARI,LA,9,31,final
16,2018-12-23,DET,MIN,9,27,final
16,2018-12-23,IND,NYG,28,27,final
16,2018-12-23,NO,PIT,31,28,final
16,2018-12-23,DAL,TB,27,20,final
16,2018-12-24,LV,DEN,27,14,final
17,2018-12-30,SEA,ARI,27,24,final
17,2018-12-30,TB,ATL,32,34,final
17,2018-12-30,NO,CAR,14,33,final
17,2018-12-30,MIN,CHI,10,24,final
17,2018-12-30,PIT,CIN,16,13,final
17,2018-12-30,BAL,CLE,26,24,final
17,2018-12-30,NYG,DAL,35,36,final
17,2018-12-30,GB,DET,0,31,final
17,2018-12-30,TEN,IND,17,33,final
17,2018-12-30,HOU,JAX,20,3,final
17,2018-12-30,DEN,LAC,9,23,final
17,2018-12-30,BUF,MIA,42,17,final
17,2018-12-30,NE,NYJ,38,3,final
17,2018-12-30,KC,LV,35,3,final
17,2018-12-30,WAS,PHI,0,24,final
17,2018-12-30,LA,SF,48,32,final
