week,date,home_team,away_team,home_score,away_score,status
1,2019-09-05,CHI,GB,3,10,final
1,2019-09-08,MIN,ATL,28,12,final
1,2019-09-08,MIA,BAL,10,59,final
1,2019-09-08,NYJ,BUF,16,17,final
1,2019-09-08,SEA,CIN,21,20,final
1,2019-09-08,ARI,DET,27,27,final
1,2019-09-08,LAC,IND,30,24,final
1,2019-09-08,JAX,KC,26,40,final
1,2019-09-08,CAR,LA,27,30,final
1,2019-09-08,DAL,NYG,35,17,final
1,2019-09-08,NE,PIT,33,3,final
1,2019-09-08,TB,SF,17,31,final
1,2019-09-08,CLE,TEN,13,43,final
1,2019-09-08,PHI,WAS,32,27,final
1,2019-09-09,LV,DEN,24,16,final
1,2019-09-09,NO,HOU,30,28,final
2,2019-09-12,CAR,TB,14,20,final
2,2019-09-15,BAL,ARI,23,17,final
2,2019-09-15,NYG,BUF,14,28,final
2,2019-09-15,DEN,CHI,14,16,final
2,2019-09-15,WAS,DAL,21,31,final
2,2019-09-15,TEN,IND,17,19,final
2,2019-09-15,HOU,JAX,13,12,final
2,2019-09-15,LV,KC,10,28,final
2,2019-09-15,DET,LAC,13,10,final
2,2019-09-15,GB,MIN,21,16,final
2,2019-09-15,MIA,NE,0,43,final
2,2019-09-15,LA,NO,27,9,final
2,2019-09-15,ATL,PHI,24,20,final
2,2019-09-15,PIT,SEA,26,28,final
2,2019-09-15,CIN,SF,17,41,final
2,2019-09-16,NYJ,CLE,3,23,final
3,2019-09-19,JAX,TEN,20,7,final
3,2019-09-22,IND,ATL,27,24,final
3,2019-09-22,KC,BAL,33,28,final
3,2019-09-22,ARI,CAR,20,38,final
3,2019-09-22,BUF,CIN,21,17,final
3,2019-09-22,GB,DEN,27,16,final
3,2019-09-22,PHI,DET,24,27,final
3,2019-09-22,LAC,HOU,20,27,final
3,2019-09-22,CLE,LA,13,20,final
3,2019-09-22,DAL,MIA,31,6,final
3,2019-09-22,SEA,NO,27,33,final
3,2019-09-22,TB,NYG,31,32,final
3,2019-09-22,NE,NYJ,30,14,final
3,2019-09-22,MIN,LV,34,14,final
3,2019-09-22,SF,PIT,24,20,final
3,2019-09-23,WAS,CHI,15,31,final
4,2019-09-26,GB,PHI,27,34,final
4,2019-09-29,HOU,CAR,10,16,final
4,2019-09-29,BAL,CLE,25,40,final
4,2019-09-29,NO,DAL,12,10,final
4,2019-09-29,DEN,JAX,24,26,final
4,2019-09-29,DET,KC,30,34,final
4,2019-09-29,MIA,LAC,10,30,final
4,2019-09-29,CHI,MIN,16,6,final
4,2019-09-29,BUF,NE,10,16,final
4,2019-09-29,IND,LV,24,31,final
4,2019-09-29,ARI,SEA,10,27,final
4,2019-09-29,LA,TB,40,55,final
4,2019-09-29,ATL,TEN,10,24,final
4,2019-09-29,NYG,WAS,24,3,final
